,datetime,burst_id,orbit_pass_direction,site_id,site_lon,site_lat,site_x,site_y,vv,vh,vv/vh
0,2020-10-06 15:16:57,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.11644908785820007, 0.11734960228204727, 0.15067021548748016, 0.10151132941246033, 0.19850043952465057, 0.10773038864135742, 0.11074378341436386, 0.19203247129917145, 0.18303737044334412]","[0.028466321527957916, 0.03476918861269951, 0.07030276954174042, 0.021873125806450844, 0.02202240563929081, 0.05990024656057358, 0.04789857566356659, 0.01898489147424698, 0.07702556252479553]","[4.090766906738281, 3.375103235244751, 2.1431617736816406, 4.640915393829346, 9.013567924499512, 1.7984966039657593, 2.3120474815368652, 10.115015029907227, 2.3763198852539062]"
1,2020-10-18 15:16:57,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.11832676827907562, 0.18995510041713715, 0.20435912907123566, 0.0775223895907402, 0.11496756970882416, 0.2055457979440689, 0.17181618511676788, 0.18229572474956512, 0.13507673144340515]","[0.03292321041226387, 0.017947442829608917, 0.03166059032082558, 0.035716548562049866, 0.04612114280462265, 0.041914861649274826, 0.06010809913277626, 0.06855230778455734, 0.042621102184057236]","[3.594022750854492, 10.583964347839355, 6.454684734344482, 2.1704893112182617, 2.4927303791046143, 4.90388822555542, 2.8584530353546143, 2.6592209339141846, 3.169245481491089]"
2,2020-10-30 15:16:57,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.05464012548327446, 0.10552632808685303, 0.09539368003606796, 0.06707122921943665, 0.16475053131580353, 0.3522869646549225, 0.10477547347545624, 0.16227316856384277, 0.2481965869665146]","[0.01665857993066311, 0.0583229586482048, 0.038160599768161774, 0.021383224055171013, 0.07333823293447495, 0.06224984675645828, 0.03948291018605232, 0.05578586459159851, 0.03484044224023819]","[3.279999017715454, 1.8093445301055908, 2.4997951984405518, 3.1366283893585205, 2.246448040008545, 5.659242153167725, 2.6536917686462402, 2.908858299255371, 7.123806953430176]"
3,2020-11-11 15:16:57,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.16882266104221344, 0.10406895726919174, 0.19941283762454987, 0.1626402586698532, 0.05082660913467407, 0.14803765714168549, 0.1905350536108017, 0.18502302467823029, 0.14453226327896118]","[0.01835952326655388, 0.03316134586930275, 0.0262136347591877, 0.025195077061653137, 0.03812331706285477, 0.0264328233897686, 0.04027523100376129, 0.05326466262340546, 0.022542214021086693]","[9.195372581481934, 3.138261079788208, 7.607218265533447, 6.455239772796631, 1.3332158327102661, 5.600523948669434, 4.7308244705200195, 3.473654270172119, 6.411626815795898]"
4,2020-11-23 15:16:57,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.10382571816444397, 0.14166872203350067, 0.14534300565719604, 0.07291362434625626, 0.10687757283449173, 0.196787029504776, 0.11070235073566437, 0.12541113793849945, 0.12644048035144806]","[0.0370606854557991, 0.03065294772386551, 0.018302801996469498, 0.03980044648051262, 0.025774046778678894, 0.03581059351563454, 0.05006944015622139, 0.03576262295246124, 0.02484929747879505]","[2.8015055656433105, 4.621699810028076, 7.9410247802734375, 1.8319801092147827, 4.146712779998779, 5.495218276977539, 2.2109763622283936, 3.506765604019165, 5.088292121887207]"
5,2020-12-05 15:16:56,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.24306203424930573, 0.35422253608703613, 0.15574002265930176, 0.14973965287208557, 0.1144346296787262, 0.0910821184515953, 0.11670159548521042, 0.10642534494400024, 0.0556703582406044]","[0.04544636234641075, 0.05591362342238426, 0.0246651042252779, 0.055326398462057114, 0.03296270966529846, 0.009963623248040676, 0.026609359309077263, 0.011255394667387009, 0.012913384474813938]","[5.34832763671875, 6.335174083709717, 6.314184665679932, 2.706477403640747, 3.4716391563415527, 9.141465187072754, 4.385735034942627, 9.455496788024902, 4.311058521270752]"
6,2020-12-17 15:16:56,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.15261532366275787, 0.1430048644542694, 0.20299598574638367, 0.09224118292331696, 0.3763895332813263, 0.19010555744171143, 0.09317155927419662, 0.22347892820835114, 0.21805736422538757]","[0.02831961028277874, 0.027011994272470474, 0.021489718928933144, 0.03263016417622566, 0.02221241034567356, 0.02975018136203289, 0.013026686385273933, 0.034262631088495255, 0.024057662114501]","[5.389033317565918, 5.294124603271484, 9.44619083404541, 2.8268685340881348, 16.945011138916016, 6.390063762664795, 7.152360439300537, 6.522526741027832, 9.063946723937988]"
7,2020-12-29 15:16:55,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.15414778888225555, 0.1971127688884735, 0.20189836621284485, 0.15849722921848297, 0.14001226425170898, 0.21778349578380585, 0.09365828335285187, 0.10983645170927048, 0.13016054034233093]","[0.011449133045971394, 0.005570489447563887, 0.01247899979352951, 0.016631511971354485, 0.01116462703794241, 0.01177060604095459, 0.013578132726252079, 0.015739215537905693, 0.012753529474139214]","[13.463708877563477, 35.38517761230469, 16.17905044555664, 9.529934883117676, 12.540701866149902, 18.502317428588867, 6.897729396820068, 6.978521347045898, 10.20584487915039]"
8,2021-01-10 15:16:55,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.15862531960010529, 0.0736495703458786, 0.09925272315740585, 0.181795135140419, 0.09828140586614609, 0.09817235171794891, 0.09742198884487152, 0.09263910353183746, 0.07328725606203079]","[0.010319208726286888, 0.006735225673764944, 0.014615300111472607, 0.014619928784668446, 0.02369079180061817, 0.010200923308730125, 0.011836275458335876, 0.010118461214005947, 0.008046022616326809]","[15.371849060058594, 10.934982299804688, 6.791015148162842, 12.434748649597168, 4.1485066413879395, 9.623868942260742, 8.23079776763916, 9.1554536819458, 9.10850715637207]"
9,2021-01-22 15:16:54,T043-090430-IW1,ascending,294,39.0695781597844,39.0695781597844,506202.81116169307,4078399.491555529,"[0.2500862181186676, 0.2661489248275757, 0.3090260624885559, 0.10667518526315689, 0.3982144296169281, 0.21643811464309692, 0.2661602199077606, 0.6262139081954956, 0.21402160823345184]","[0.015432685613632202, 0.024581197649240494, 0.02043275535106659, 0.01625620573759079, 0.02096889354288578, 0.014950846321880817, 0.02574019506573677, 0.028878027573227882, 0.03946413844823837]","[16.204971313476562, 10.827337265014648, 15.124052047729492, 6.5621209144592285, 18.99072265625, 14.476646423339844, 10.340256690979004, 21.68478775024414, 5.423192024230957]"
