,datetime,burst_id,orbit_pass_direction,site_id,site_lon,site_lat,site_x,site_y,vv,vh,vv/vh
0,2020-10-09 08:58:00,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.20368751883506775, 0.3747136890888214, 0.257173091173172, 0.24503114819526672, 0.15931198000907898, 0.2902556359767914, 0.32772740721702576, 0.3388647139072418, 0.28107157349586487]","[0.06837558001279831, 0.02136201225221157, 0.048112284392118454, 0.04597078263759613, 0.0483093336224556, 0.05251332372426987, 0.040522873401641846, 0.029842549934983253, 0.06946016103029251]","[2.9789512157440186, 17.541122436523438, 5.345268726348877, 5.3301496505737305, 3.2977473735809326, 5.527276039123535, 8.087467193603516, 11.355085372924805, 4.046514987945557]"
1,2020-10-21 08:58:00,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.1820165365934372, 0.20305168628692627, 0.17040808498859406, 0.3467918634414673, 0.2255285531282425, 0.1733967661857605, 0.40824833512306213, 0.3072107434272766, 0.16830375790596008]","[0.03570028394460678, 0.02920040488243103, 0.05059102922677994, 0.06802203506231308, 0.05122418329119682, 0.05656891688704491, 0.05189896747469902, 0.05842585116624832, 0.05477249249815941]","[5.098462104797363, 6.953728675842285, 3.3683459758758545, 5.098228454589844, 4.402774810791016, 3.065230369567871, 7.866212844848633, 5.2581305503845215, 3.0727789402008057]"
2,2020-11-02 08:58:00,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.2714916169643402, 0.34571316838264465, 0.128257617354393, 0.16234010457992554, 0.18691030144691467, 0.12575505673885345, 0.17323270440101624, 0.22416478395462036, 0.2342553734779358]","[0.04629744589328766, 0.025194713845849037, 0.018904827535152435, 0.088652104139328, 0.051843538880348206, 0.04704724997282028, 0.037769608199596405, 0.03544340655207634, 0.04694816842675209]","[5.864073276519775, 13.721654891967773, 6.784384250640869, 1.8312041759490967, 3.605276584625244, 2.67295241355896, 4.586563587188721, 6.324583530426025, 4.989659309387207]"
3,2020-11-14 08:57:59,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.31915727257728577, 0.1456112563610077, 0.21036984026432037, 0.2594142258167267, 0.32197609543800354, 0.25433820486068726, 0.25759002566337585, 0.14209085702896118, 0.1258392035961151]","[0.07094251364469528, 0.04351971670985222, 0.06509768962860107, 0.07317796349525452, 0.025165628641843796, 0.04564642906188965, 0.03953854739665985, 0.08086837083101273, 0.04666130617260933]","[4.498815536499023, 3.3458685874938965, 3.231602191925049, 3.5449774265289307, 12.794280052185059, 5.571918964385986, 6.514908790588379, 1.757063388824463, 2.696864128112793]"
4,2020-12-08 08:57:59,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.23398754000663757, 0.11900626122951508, 0.19257469475269318, 0.26824191212654114, 0.19775740802288055, 0.2850764989852905, 0.13825371861457825, 0.19040580093860626, 0.11752231419086456]","[0.05596926808357239, 0.06656312197446823, 0.04656593129038811, 0.05654342100024223, 0.056954313069581985, 0.027392752468585968, 0.08284773677587509, 0.03628644719719887, 0.043834228068590164]","[4.180643081665039, 1.7878707647323608, 4.135527610778809, 4.7439985275268555, 3.4722113609313965, 10.407004356384277, 1.6687687635421753, 5.247297763824463, 2.681062698364258]"
5,2020-12-20 08:57:58,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.20393554866313934, 0.15097737312316895, 0.19078943133354187, 0.31819117069244385, 0.1568223536014557, 0.2715505361557007, 0.31267356872558594, 0.2636008858680725, 0.1304965317249298]","[0.05354258045554161, 0.060068365186452866, 0.09463119506835938, 0.039051882922649384, 0.042065683752298355, 0.0717717707157135, 0.10768262296915054, 0.055063869804143906, 0.032078471034765244]","[3.8088479042053223, 2.513425588607788, 2.016136646270752, 8.147908210754395, 3.7280352115631104, 3.7835283279418945, 2.903658628463745, 4.787184238433838, 4.06804084777832]"
6,2021-01-01 08:57:57,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.18459294736385345, 0.2018769234418869, 0.19596801698207855, 0.2452644556760788, 0.29454946517944336, 0.2979399561882019, 0.3074151277542114, 0.29422062635421753, 0.3060445487499237]","[0.044950079172849655, 0.04495236277580261, 0.04459299147129059, 0.050834376364946365, 0.04227728024125099, 0.08018916845321655, 0.056434549391269684, 0.05818108096718788, 0.05909284949302673]","[4.106621265411377, 4.490908145904541, 4.39459228515625, 4.824775695800781, 6.967086315155029, 3.715463876724243, 5.447286128997803, 5.056981086730957, 5.1790452003479]"
7,2021-01-13 08:57:57,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.22538095712661743, 0.2707144320011139, 0.2880114018917084, 0.27759993076324463, 0.1948692947626114, 0.1885325014591217, 0.30555054545402527, 0.22656983137130737, 0.2976420819759369]","[0.07032696157693863, 0.04317469149827957, 0.05326409265398979, 0.08437751978635788, 0.055936943739652634, 0.05109395459294319, 0.0686168447136879, 0.040098391473293304, 0.04484373331069946]","[3.204758882522583, 6.270211219787598, 5.407233715057373, 3.2899749279022217, 3.483731508255005, 3.689918041229248, 4.452996253967285, 5.6503472328186035, 6.637317180633545]"
8,2021-01-25 08:57:56,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.17649218440055847, 0.21248571574687958, 0.21400433778762817, 0.14299088716506958, 0.19875860214233398, 0.1586017906665802, 0.17429858446121216, 0.16342540085315704, 0.18618381023406982]","[0.050452347844839096, 0.034396182745695114, 0.03215981647372246, 0.0743207111954689, 0.06692006438970566, 0.08355733752250671, 0.03776809945702553, 0.033433716744184494, 0.07747651636600494]","[3.4981956481933594, 6.177595615386963, 6.654401779174805, 1.9239709377288818, 2.970089912414551, 1.8981192111968994, 4.614968299865723, 4.8880414962768555, 2.40310001373291]"
9,2021-02-06 08:57:56,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.19635926187038422, 0.1500793844461441, 0.16646993160247803, 0.2212831974029541, 0.2484024465084076, 0.19890594482421875, 0.227200448513031, 0.35135236382484436, 0.1824205368757248]","[0.10830222070217133, 0.026173671707510948, 0.04660174250602722, 0.03644425794482231, 0.04429422691464424, 0.05949865281581879, 0.037317946553230286, 0.04659154638648033, 0.056336406618356705]","[1.8130676746368408, 5.733983039855957, 3.5721826553344727, 6.071825981140137, 5.608009338378906, 3.3430328369140625, 6.088235378265381, 7.541118144989014, 3.2380576133728027]"
10,2021-02-18 08:57:56,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.1301785260438919, 0.2119125872850418, 0.3065158426761627, 0.4354810118675232, 0.21734267473220825, 0.46079087257385254, 0.31262263655662537, 0.2869926393032074, 0.2928454577922821]","[0.04981084167957306, 0.03798740729689598, 0.045356832444667816, 0.053371429443359375, 0.06675641983747482, 0.057010456919670105, 0.054197125136852264, 0.05250122770667076, 0.05777236819267273]","[2.613457679748535, 5.578495502471924, 6.757875919342041, 8.159440994262695, 3.2557568550109863, 8.08256721496582, 5.768251419067383, 5.4663987159729, 5.068953514099121]"
11,2021-03-14 08:57:56,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.3419516384601593, 0.07866455614566803, 0.22722600400447845, 0.138559028506279, 0.21417799592018127, 0.21918939054012299, 0.2624973952770233, 0.25745534896850586, 0.25521570444107056]","[0.055549219250679016, 0.04602286219596863, 0.04241342097520828, 0.06308683753013611, 0.03731968253850937, 0.06331285089254379, 0.05576598644256592, 0.045102041214704514, 0.049399636685848236]","[6.155831813812256, 1.709249496459961, 5.357408046722412, 2.196322202682495, 5.739008903503418, 3.4620046615600586, 4.707123756408691, 5.708285808563232, 5.166347980499268]"
12,2021-03-26 08:57:56,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.3180983066558838, 0.1493300348520279, 0.1781444251537323, 0.2708454430103302, 0.3265363276004791, 0.14793559908866882, 0.3517055809497833, 0.22297945618629456, 0.17608501017093658]","[0.0619698166847229, 0.06684970110654831, 0.036413416266441345, 0.05897495523095131, 0.07656209170818329, 0.04448220878839493, 0.06396578252315521, 0.08863961696624756, 0.025684544816613197]","[5.133116722106934, 2.2338175773620605, 4.892274379730225, 4.592550277709961, 4.264986991882324, 3.3257250785827637, 5.4983391761779785, 2.515573263168335, 6.855679512023926]"
13,2021-04-07 08:57:56,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.2696230113506317, 0.24148860573768616, 0.19160370528697968, 0.2640884816646576, 0.2621529996395111, 0.16500315070152283, 0.3285747468471527, 0.24396303296089172, 0.2043602615594864]","[0.04989162087440491, 0.04565352201461792, 0.05266990512609482, 0.050184909254312515, 0.10019256174564362, 0.07649758458137512, 0.05827401578426361, 0.052221156656742096, 0.06510130316019058]","[5.404174327850342, 5.2895941734313965, 3.6378214359283447, 5.262308597564697, 2.6164915561676025, 2.1569719314575195, 5.638443470001221, 4.671727657318115, 3.1391117572784424]"
14,2021-04-19 08:57:57,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.13304756581783295, 0.09576528519392014, 0.24202106893062592, 0.12483230978250504, 0.26489436626434326, 0.13424640893936157, 0.17369283735752106, 0.38345959782600403, 0.21763475239276886]","[0.03798994794487953, 0.03475956618785858, 0.04069237783551216, 0.06453056633472443, 0.041312962770462036, 0.10137248784303665, 0.028248928487300873, 0.05397976189851761, 0.074680857360363]","[3.502178192138672, 2.7550771236419678, 5.947577476501465, 1.9344679117202759, 6.411894798278809, 1.3242883682250977, 6.148652076721191, 7.103765964508057, 2.9141972064971924]"
15,2021-05-01 08:57:57,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.31961753964424133, 0.37154415249824524, 0.34172019362449646, 0.2858826518058777, 0.19661962985992432, 0.2825004756450653, 0.22650806605815887, 0.239031583070755, 0.23294301331043243]","[0.06207909807562828, 0.04504647105932236, 0.026416044682264328, 0.030513638630509377, 0.09315849095582962, 0.06951837241649628, 0.08997967839241028, 0.10595966130495071, 0.08311177045106888]","[5.148553371429443, 8.248019218444824, 12.936084747314453, 9.369011878967285, 2.1105926036834717, 4.063680648803711, 2.517324686050415, 2.255873441696167, 2.8027679920196533]"
16,2021-05-13 08:57:58,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.14138482511043549, 0.1864641010761261, 0.24707120656967163, 0.22389930486679077, 0.2130357027053833, 0.2067641168832779, 0.25913703441619873, 0.3797076940536499, 0.22960500419139862]","[0.07301783561706543, 0.041053835302591324, 0.06282822042703629, 0.08498670905828476, 0.05273863673210144, 0.04914356395602226, 0.05883769690990448, 0.09170954674482346, 0.048797525465488434]","[1.936305284500122, 4.541941165924072, 3.932487726211548, 2.634521484375, 4.039461612701416, 4.207348823547363, 4.404268741607666, 4.140328884124756, 4.705259323120117]"
17,2021-05-25 08:57:59,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.11165222525596619, 0.17908316850662231, 0.14010608196258545, 0.15238618850708008, 0.18711821734905243, 0.20382662117481232, 0.24217577278614044, 0.3395445644855499, 0.26465168595314026]","[0.039275769144296646, 0.04458599537611008, 0.06386721134185791, 0.07820485532283783, 0.04944882541894913, 0.07857286930084229, 0.05125445872545242, 0.0638241320848465, 0.05691330134868622]","[2.842776298522949, 4.016578674316406, 2.193709135055542, 1.9485515356063843, 3.7840781211853027, 2.594109535217285, 4.724969863891602, 5.320003032684326, 4.650084972381592]"
18,2021-06-06 08:57:54,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.15643590688705444, 0.30036428570747375, 0.29976391792297363, 0.3411056399345398, 0.29014578461647034, 0.35546058416366577, 0.1745617538690567, 0.24891899526119232, 0.20582391321659088]","[0.03118116222321987, 0.053120702505111694, 0.04670187085866928, 0.02940376289188862, 0.0577709786593914, 0.04639781266450882, 0.10343872010707855, 0.041354138404130936, 0.03128694370388985]","[5.017000675201416, 5.6543731689453125, 6.418670654296875, 11.600748062133789, 5.022345066070557, 7.661149501800537, 1.6875861883163452, 6.019204139709473, 6.578588008880615]"
19,2021-06-18 08:57:55,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.10803598910570145, 0.09756380319595337, 0.3257960379123688, 0.1456231027841568, 0.11519847810268402, 0.17553600668907166, 0.19330696761608124, 0.39914923906326294, 0.3959716260433197]","[0.0513162724673748, 0.04474882781505585, 0.04084167256951332, 0.12353845685720444, 0.051978956907987595, 0.11947496980428696, 0.08460719883441925, 0.06448670476675034, 0.09178074449300766]","[2.1052968502044678, 2.180253744125366, 7.977049350738525, 1.1787673234939575, 2.216252326965332, 1.4692282676696777, 2.2847578525543213, 6.18963623046875, 4.314321517944336]"
20,2021-06-30 08:57:55,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.3807442784309387, 0.16409234702587128, 0.2637689411640167, 0.2709340751171112, 0.3299238085746765, 0.25136688351631165, 0.19892877340316772, 0.3469387888908386, 0.21985603868961334]","[0.09053103625774384, 0.05503673106431961, 0.059769388288259506, 0.09237707406282425, 0.10227739810943604, 0.05856897309422493, 0.080892413854599, 0.07783783972263336, 0.05398290231823921]","[4.205677032470703, 2.981506109237671, 4.413110733032227, 2.9329147338867188, 3.2257742881774902, 4.291809558868408, 2.459177017211914, 4.457199573516846, 4.072697639465332]"
21,2021-07-12 08:57:56,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.1793634593486786, 0.18425272405147552, 0.21154803037643433, 0.13721159100532532, 0.17467238008975983, 0.29610052704811096, 0.1576596051454544, 0.17840871214866638, 0.15247294306755066]","[0.07327010482549667, 0.04289686679840088, 0.03458746522665024, 0.1074724867939949, 0.04931264370679855, 0.09517107158899307, 0.04296724498271942, 0.047180503606796265, 0.056024953722953796]","[2.4479761123657227, 4.295248985290527, 6.116320610046387, 1.2767136096954346, 3.542141914367676, 3.1112451553344727, 3.669297456741333, 3.781407594680786, 2.7215185165405273]"
22,2021-07-24 08:57:57,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.3555634915828705, 0.2256777286529541, 0.3173335790634155, 0.20937037467956543, 0.23761726915836334, 0.16211716830730438, 0.1901831477880478, 0.2698552906513214, 0.2879464030265808]","[0.04747682809829712, 0.05347425863146782, 0.05157042667269707, 0.03743887320160866, 0.03427523747086525, 0.0798926055431366, 0.05449409410357475, 0.03867416828870773, 0.04932818189263344]","[7.489200592041016, 4.220305919647217, 6.153402328491211, 5.592325687408447, 6.932621955871582, 2.029188632965088, 3.4899771213531494, 6.977662563323975, 5.837360858917236]"
23,2021-08-05 08:57:57,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.2303028553724289, 0.23393359780311584, 0.23149871826171875, 0.33747708797454834, 0.1989707201719284, 0.3600172698497772, 0.19161546230316162, 0.2461828589439392, 0.17470814287662506]","[0.03641488403081894, 0.04793982207775116, 0.04461696743965149, 0.039173051714897156, 0.06412848830223083, 0.05513719841837883, 0.03638041019439697, 0.051964543759822845, 0.07627923786640167]","[6.324415683746338, 4.879734516143799, 5.188580513000488, 8.615032196044922, 3.1026885509490967, 6.529480457305908, 5.266995429992676, 4.737515926361084, 2.2903761863708496]"
24,2021-08-11 08:57:18,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.2097817063331604, 0.2516653835773468, 0.25354260206222534, 0.21743687987327576, 0.33609896898269653, 0.358144611120224, 0.3031161427497864, 0.30353647470474243, 0.33258166909217834]","[0.047354407608509064, 0.03771054372191429, 0.06560712307691574, 0.07633158564567566, 0.061708033084869385, 0.07899896800518036, 0.055923838168382645, 0.07775545120239258, 0.069656603038311]","[4.430035591125488, 6.67360782623291, 3.8645591735839844, 2.848583221435547, 5.446599960327148, 4.533535480499268, 5.420159816741943, 3.9037322998046875, 4.7745890617370605]"
25,2021-08-17 08:57:58,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.2299967110157013, 0.312235951423645, 0.3425772786140442, 0.3005222678184509, 0.1783440113067627, 0.2835750877857208, 0.2534911334514618, 0.17385809123516083, 0.22798888385295868]","[0.05829545110464096, 0.026563294231891632, 0.11001032590866089, 0.06558915227651596, 0.04359614849090576, 0.04666505008935928, 0.05424950271844864, 0.058551814407110214, 0.03529974818229675]","[3.9453628063201904, 11.754413604736328, 3.114046573638916, 4.581889629364014, 4.0908203125, 6.07681941986084, 4.672690391540527, 2.9693031311035156, 6.458654880523682]"
26,2021-08-23 08:57:19,T170-364085-IW2,descending,66,-48.8461791744172,-48.8461791744172,739659.2633203114,9853230.252765652,"[0.21714471280574799, 0.2058289349079132, 0.1276673972606659, 0.16067630052566528, 0.16748712956905365, 0.1497606635093689, 0.17504172027111053, 0.2036398947238922, 0.16050474345684052]","[0.03771553933620453, 0.042377036064863205, 0.021552270278334618, 0.05545192211866379, 0.05519510433077812, 0.03416388854384422, 0.06295427680015564, 0.029041601344943047, 0.03614000976085663]","[5.7574334144592285, 4.857086658477783, 5.923616886138916, 2.897578477859497, 3.034456253051758, 4.3835954666137695, 2.7804579734802246, 7.0120062828063965, 4.441192626953125]"
